Región,Comuna,Latitude,Longitude,Razón social,Nombre de Establecimiento,Rubro,ID Establecimiento,Generación Residuos Peligrosos ton/año (2016),Emisión al aire año ton/año (2016),Emisión CO2 ton/año (2016),Emisión NOX ton/año (2016),Emisión SO2 ton/año (2016),"Emisión MP2,5 ton/año (2016)",Emisión MP 10 ton/año (2016),Generación de residuos no peligrosos ton/año 2016,Destinatario de residuos no peligrosos ton/año (2016)
Metropolitana de Santiago,Vitacura,-33.39416294,-70.59228183,COMUNIDAD EDIFICIO FRANCISCO DE RIVEROS 4300,EDIFICIO FRANCISCO DE RIVEROS 4300,Otras actividades,5465139,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Las Condes,-33.39415679,-70.55939357,COMUNIDAD EDIFICIOS JARDIN CASA KENNEDY,COMUNIDAD EDIFICIO JARDIN CASA KENNEDY,Otras actividades,5460876,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39415383,-70.59299125,COMUNIDAD EDIFICIO EL ABETO,COMUNIDAD EDIFICIO EL ABETO,Otras actividades,5462129,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39415152,-70.61825655,POCH Y ASOCIADOS INGENIEROS CONSULTORES S A,POCH EDIFICIO CORPORATIVO,Otras actividades,5466309,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39415134,-70.61757922,CONSTRUCTORA UPC S.A,CONSTRUCTORA U-PC,Construcción e inmobiliarias,5469604,-,39.1298544,39.1298544,0,0,0,0,-,-
Metropolitana de Santiago,Vitacura,-33.3941232,-70.58975457,COMUNIDAD EDIFICIO PARQUE REAL,COMUNIDAD EDIFICIO PARQUE REAL,Otras actividades,4591728,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Renca,-33.39411931,-70.6923203,PAREX CHILE LIMITADA,PAREX CHILE LTDA,Industria manufacturera,5402174,-,0,-,-,-,-,-,408.43,-
Metropolitana de Santiago,Renca,-33.39406753,-70.69479203,MAQUIPARTS SPA,CASA MATRIZ,0,5474186,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Las Condes,-33.39404373,-70.55618767,I MUNICIPALIDAD DE LAS CONDES,EDIFICIO ROLF NATHAN,Otras actividades,245161,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39401735,-70.6126312,UNIVERSIDAD DIEGO PORTALES,UNIVERSIDAD DIEGO PORTALES,Otras actividades,5466932,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39399535,-70.56290636,EDIFICIO SELECT VITACURA,COMUNIDAD EDIFICIO SELECT VITACURA,0,5473899,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39393315,-70.57779574,AUTOMOTRIZ PORTILLO S A,AUTOMOTRIZ PORTILLO SA,0,5459266,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39393315,-70.57779574,AUTOMOTRIZ PORTILLO S A,PORTILLO VITACURA,Industria manufacturera,3237329,31.27,-,-,-,-,-,-,24.56,-
Metropolitana de Santiago,Las Condes,-33.3939302,-70.55876595,ALMAHUE RIESCO S.A.,EDIFICIOS CROSBIE 2 Y 3,Construcción e inmobiliarias,5465118,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Recoleta,-33.39388668,-70.64252769,ADMINISTRADORA DE SUPERMERCADOS HIPER LIMITADA,LIDER RECOLETA,Comercio,5441062,-,1905.526426,1905.526426,0,0,0,0,680.82,-
Metropolitana de Santiago,Huechuraba,-33.3938798,-70.62179939,CLARO COMUNICACIONES S.A.,COMUNICACIONES,0,5471394,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Renca,-33.3938295,-70.69571199,CLAUDIO DESMADRYL Y COMPANIA LTDA,CLAUDIO DESMADRYL Y CIA LTDA,Otras actividades,5463990,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39382749,-70.61613257,EDIFICIO AVENIDA DEL VALLE SUR N 524,EDIFICIO AVENIDA DEL VALLE SUR N 524,Otras actividades,5460230,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39382551,-70.57775079,COMUNIDAD EDIFICIO MANQUEHUE DE VITACURA,COMUN. EDIF. MANQUEHUE DE VITACURA,Otras actividades,4590334,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Renca,-33.39378022,-70.69667862,AGENCIAS DE REPRESENTACIONES LIMITADA,AGENCIA DE REPRESENTACIONES LTDA,Comercio,5459609,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39372073,-70.57748011,COMERCIAL Y SERVICIOS B2 LIMITADA,COMERCIAL Y SERVICIOS B2 LTDA,Combustibles,5459195,10,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Renca,-33.39368408,-70.69777335,QUIMICK SPA,QUIMICK SPA,Comercio,5465942,0.218,-,-,-,-,-,-,2.42,-
Metropolitana de Santiago,Las Condes,-33.39364932,-70.55383686,COMUNIDAD EDIFICIO HERMANOS CABOT 7901,COMUNIDAD EDIFICIO HERMANOS CABOT,0,5459528,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.3936392,-70.62226797,INVERSIONES VICUNA MACKENNA LIMITADA,ALGO MAS,Otras actividades,5461722,7.44,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Las Condes,-33.39363457,-70.55788982,EDIFICIO KENNEDY 7447,COMUNIDAD EDIFICIO KENNEDY,Otras actividades,932998,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Recoleta,-33.39363281,-70.64263042,CASANOVA GIANUZZI Y COMPANIA LIMITADA,CASANOVA GIANUZZI Y CIA LTDA,Otras actividades,5462104,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39362644,-70.6253103,AUTOMOTRIZ PORTILLO PIRAMIDE LTDA.,AUTOMORTRIZ PORTILLO  PIRAMIDE,Comercio,5453697,1.15,-,-,-,-,-,-,24.44,-
Metropolitana de Santiago,Huechuraba,-33.39360119,-70.61550482,PROMET SERVICIOS SPA,OFICINA CENTRAL CIUDAD EMPRESARIAL,Otras actividades,5470519,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Las Condes,-33.39358405,-70.55400772,COMUNIDAD EDIFICIO HERMANOS CABOT 7901,COMUNIDAD EDIFICIO HERMANOS CABOT,Otras actividades,584234,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Pudahuel,-33.39358251,-70.76957639,VINA CONCHA Y TORO S A,VIÑA CONCHA Y TORO S.A,Industria agropecuaria y silvicultura,319343,4.716,-,-,-,-,-,-,555.52,-
Metropolitana de Santiago,Huechuraba,-33.39354933,-70.61533184,COMUNIDAD EDIFICIO VALLE UNO,COMUNIDAD EDIFICIO VALLE UNO,Otras actividades,5459184,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39352284,-70.61528834,"EDIFICIO  AVENIDA DEL VALLE SUR NUMERO QUINIENTOS
            SETENTA Y SEIS",EDIFICIO AVENIDA DEL VALLE SUR 576,Otras actividades,5459185,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.3935173,-70.55932839,SERVICIOS ODONTOLOGICOS VARAS LIMITADA,SERVICIOS ODONTOLOGICOS VARAS LTDA,Otras actividades,5458888,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39350433,-70.61463218,TECNOLOGIAS IP LIMITADA,TECNOLOGIAS IP LTDA,0,5473669,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Las Condes,-33.39348995,-70.55647883,COMUNIDAD EDIFICIO ERA,COMUNIDAD EDIFICIO ERA,0,1070647,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.3934848,-70.57688453,SOCIEDAD SANTA LUISA DE NAVA DEL REY LIMITADA,SOCIEDAD SANTA LUISA DE NAVA DEL REY LTDA,0,5474475,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Renca,-33.3934761,-70.69121123,SOC PETREOS S A,PLANTA RENCA,Industria manufacturera,322785,-,116.5548384,116.5548384,0,0,0,0,22618,-
Metropolitana de Santiago,Huechuraba,-33.39342212,-70.61540474,COMUNIDAD DE EDIFICIO DEL VALLE 577,COMUNIDAD EDIFICIO DEL VALLE,Otras actividades,5464549,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Conchalí,-33.39332606,-70.67568396,"ELECTRONICA Y ELECTROMECANICA INDUSTRIAL LUCIO VICENCIO
            Y CIA. LTDA.",ELECTRONICA Y ELECTROMECANICA INDUSTRIAL LUCIO VICENCIO Y CIA. LTDA.,Otras actividades,5468069,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Conchalí,-33.39328758,-70.673189,TELEFONICA CHILE S.A.,CONCHALI,Otras actividades,4590898,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39327428,-70.59336224,COMUNIDAD EDIFICIO PARQUE DE AGUIRRE,COMUNIDAD EDIFICIO PARQUE DE AGUIRRE,Otras actividades,5459371,-,0,0,0,0,0,0,-,-
Metropolitana de Santiago,Conchalí,-33.39320285,-70.6573297,PANIFICADORA JOSE HERALDO ALMENDRAS GUAJARDO E.I.R.L.,PANIFICADORA JOSE HERALDO ALMENDRAS GUAJARDO EIRL,Producción de alimentos,5464369,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39319369,-70.58839375,INMOBILIARIA NUCLEO CANDELARIA S.A.,ESTABLECIMIENTO OBRA EDIFICIO CADELARIA GOYENECHEA,0,5471385,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39317871,-70.62368931,CLARO INFRAESTRUCTURA 171 S.A.,CABALLERIZA,Otras actividades,79274,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39317857,-70.62370006,CLARO INFRAESTRUCTURA 171 S.A.,EL SALTO NODO 2,Otras actividades,5461263,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Renca,-33.39315855,-70.76768642,VITAL JUGOS S.A.,VITAL JUGOS SA,Producción de alimentos,4592447,4.627,45839.94493,45839.94493,0,0,0,0,1639.302,-
Metropolitana de Santiago,Las Condes,-33.39315607,-70.55649438,EDIFICIO BOTTICELLI,COMUNIDAD EDIFICIO BOTTICELLI,Otras actividades,4591698,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39315194,-70.62366731,CLARO INFRAESTRUCTURA 171 S.A.,CABALLERIZAS 2,Otras actividades,5461262,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.3931518,-70.62367806,CLARO INFRAESTRUCTURA 171 S.A.,EL SALTO NODO,Otras actividades,5402938,-,2.044224,2.044224,0,0,0,0,-,-
Metropolitana de Santiago,Vitacura,-33.39312574,-70.55819253,PITAGORA S A,OFICINA CENTRAL,Otras actividades,5453617,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Las Condes,-33.39304304,-70.55615908,COMUNIDAD EDIFICIO CIRCULO UNO,COMUNIDAD EDIFICIO CIRCULO UNO,Otras actividades,5459340,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Santiago,-33.3928869,-70.79414906,CLARO CHILE S.A.,AEROPUERTO INTERIOR,Otras actividades,5461229,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39286415,-70.62015712,ACETOGEN GAS CHILE S A,OFICINA CENTRAL PISO 6,0,5474862,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39283868,-70.5949777,COMUNIDAD EDIFICIO AGUSTIN DEL CASTILLO 2741,COMUNIDAD EDIFICIO AGUSTIN DEL CASTILLO,Otras actividades,2964705,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Las Condes,-33.39280393,-70.55437013,EDIFICIO ESTRELLA DEL NORTE,COMUNIDAD EDIFICIO ESTRELLA DEL NORTE,Otras actividades,5440962,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39278321,-70.61668304,HORTIFRUT COMERCIAL S A,HORTIFRUT COMERCIAL,0,5471832,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39276478,-70.61532807,ALGENIS SPA,ALGENIS SPA,Otras actividades,5466840,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39276478,-70.61532807,XEROX DE CHILE S A,XEROX DE CHILE SA,0,5471902,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39275463,-70.59520194,INMOBILIARIA AGUSTIN DEL CASTILLO SPA,AGUSTIN DEL CASTILLO SPA,Construcción e inmobiliarias,5462195,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39274396,-70.61415583,RABOBANK CHILE,RABOBANK,Otras actividades,2931413,-,13.875576,13.875576,0,0,0,0,-,-
Metropolitana de Santiago,Vitacura,-33.39270561,-70.57219373,CLINICA ALEMANA DE SANTIAGO S A,CLINICA DE LA MUJER,Otras actividades,5442781,36.721,28254.88291,28254.88291,0,0,0,0,322.73,-
Metropolitana de Santiago,Huechuraba,-33.39269964,-70.62101415,ELABORADORA DE ALIMENTOS FRUTALE LIMITADA,PLANTA HUECHURABA,Producción de alimentos,1392,-,38795.7684,38795.7684,0,0,0,0,86.09,-
Metropolitana de Santiago,Conchalí,-33.39267928,-70.67282256,TELEFONICA MOVILES CHILE S A,CONCHALI,Otras actividades,5466335,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Pudahuel,-33.39266725,-70.79624092,DIRECCION GENERAL DE AERONAUTICA CIVIL,AEROPUERTO ARTURO MERINO BENÍTEZ,Otras actividades,4591933,5.314,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Pudahuel,-33.39266725,-70.79624092,EMPRESA NACIONAL DE ENERGIA ENEX S.A.,OF AEROPUERTO AMB,Combustibles,5453830,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Renca,-33.39266081,-70.75574308,INMED DROGUERIA LIMITADA,CENTRO DE DISTRIBUCION DE INMED DRPGUERIA LIMITADA,0,5472156,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39265091,-70.62129277,LABORATORIO EXTERNO DE CONTROL DE CALIDAD CONDECAL LIMITADA,CONDECAL LTDA,Otras actividades,3935978,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Pudahuel,-33.39258037,-70.79414276,COMPANIA DE SERVICIOS INDUSTRIALES LIMITADA,AEROPUERTO AMB,Transporte,5460510,0.951,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39257147,-70.61355058,COASIN CHILE S A,CASA MATRIZ,0,5471732,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39254225,-70.62615019,COMERCIAL Y DISTRIBUIDORA LUCK LIMITADA,PETRBRAS,Comercio,5458047,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.3925407,-70.6117546,CONDOMINIO BOSQUES DE LA PIRAMIDE NUMERO CINCO,COMUNIDAD EDIFICIO BOSQUE PIRAMIDE LOS ABEDULES,Otras actividades,4459065,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Las Condes,-33.39248084,-70.5037479,CONDOMINIO MIRADOR EL ALBA,CONDOMINIO MIRADOR EL ALBA,Otras actividades,5452934,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39242175,-70.58104749,COMUNIDAD EDIFICIO LUIS PASTEUR 5516,COMUNIDAD EDIFICIO LUIS PASTEUR,Otras actividades,4414262,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Renca,-33.39242116,-70.690535,INMOBILIARIA REHUE LIMITADA,TERMINAL SAAM RENCA,Construcción e inmobiliarias,4587193,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39241982,-70.55623398,EDIFICIO KENNEDY 7600,COMUNIDAD EDIFICIO KENNEDY 7600,Otras actividades,5459546,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Pudahuel,-33.39237671,-70.77444348,SOC RECUPERADORA DE PAPEL S A,SOREPA PUDAHUEL,Gestor de residuos,5458853,3.205,0,-,-,-,-,-,3370.46,97244.2
Metropolitana de Santiago,Vitacura,-33.39236602,-70.58400302,EMBAJADA DEL JAPON,EMBAJADA DE JAPON,Otras actividades,4590529,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Las Condes,-33.39234665,-70.55343739,PANIFICADORA LO SALDES S.A.,PANIFICADORA LO SALDES S.A.,Producción de alimentos,320814,-,0,-,-,-,-,-,-,-
Metropolitana de Santiago,Las Condes,-33.39221699,-70.54431816,COMUNIDAD EDIFICIO LAS VERBENAS,COMUNIDAD EDIFICIO LAS VERBENAS 9100,Otras actividades,3331426,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Las Condes,-33.39210697,-70.5531321,SONY CHILE LIMITADA,CENTRAL,0,5471172,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Las Condes,-33.39210179,-70.51710506,CHILECTRA S.A.,SSEE LOS DOMINICOS,Transmision y distribucion de energía eléctrica,5466143,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39209629,-70.58252524,COMUNIDAD EDIFICIO JARDIN DEL ESTE,COMUN. EDIF. JARDIN DEL ESTE,Otras actividades,4590326,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Renca,-33.39204931,-70.69068906,CAUCHO TECNICA S A,CONTITECH CHILE SA,Industria manufacturera,5457845,52.856,17714.69811,17714.69811,0,0,0,0,621.39,-
Metropolitana de Santiago,Conchalí,-33.39200053,-70.67433617,EMPRESA DE TRANSPORTE DE PASAJEROS METRO S A,PIQUE CONSTRUCCION TENIENTE MERY,Transporte,5462639,1.95,-,-,-,-,-,-,31.37,-
Metropolitana de Santiago,Vitacura,-33.39196184,-70.57537339,TENKI CHILE S.A.,TENKI,0,5474380,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39196061,-70.57547013,COMERCIAL E IMPORTADORA BBR S A,TOYOTOMI,0,5474379,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39194271,-70.57545905,COMERCIAL PURO Y CLARO S.A,PURO Y CLARO,0,5474381,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Las Condes,-33.39190946,-70.50995222,COLEGIO FRANCISCO DE ASIS S A,COLEGIO FRANCISCO DE ASIS SA,Otras actividades,3961013,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39189508,-70.56425564,BANCO DE CHILE,BANCO CHILE - CENTRO RECREATIVO ESTADIO,Otras actividades,4586621,-,160.641936,160.641936,0,0,0,0,-,-
Metropolitana de Santiago,Pudahuel,-33.39178583,-70.7760333,MAQUINARIAS Y EQUIPOS MAQSA S A,MAQSA,Otras actividades,2931399,45.655,358.7953824,358.7953824,0,0,0,0,-,-
Metropolitana de Santiago,Las Condes,-33.39171396,-70.50228329,UNIVERSIDAD DEL DESARROLLO,UNIVERSIDAD DEL DESARROLLO  CAMPUS RESB,Otras actividades,5459283,0.2,-,-,-,-,-,-,714.54,-
Metropolitana de Santiago,Pudahuel,-33.39170069,-70.77631109,METALURGICA REVESOL S A,PLANTA PUDAHUEL,Comercio,5458539,6.06,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Pudahuel,-33.39167944,-70.79657536,COMERCIALIZADORA Y SERVICIOS DE INGENIERIA MINERQUIM LIMITADA,BASE DE OPERACIONES MINERQUIM LTDA,Construcción e inmobiliarias,5458242,27.43,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39167301,-70.5937523,COMUNIDAD EDIFICIO PUERTO TRANQUILO,EDIFICIO PUERTO TRANQUILO,Otras actividades,975088,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Pudahuel,-33.3916334,-70.76776304,VINA CONCHA Y TORO S A,VESPUCIO 2 COMERCIAL PEUMO,Industria agropecuaria y silvicultura,383294,-,1.6224,1.6224,0,0,0,0,153.26,-
Metropolitana de Santiago,Vitacura,-33.39160281,-70.57452834,CLINICA ALEMANA DE SANTIAGO S A,EDIFICIO ADMINISTRATIVO,Otras actividades,4586427,-,343.8473112,343.8473112,0,0,0,0,-,-
Metropolitana de Santiago,Vitacura,-33.39157206,-70.57410849,CLINICA ALEMANA DE SANTIAGO S A,CLINICA ALEMANA DE SANTIAGO S.A.,Otras actividades,10210,146.336,38837.80985,38837.80985,0,0,0,0,25801.18,-
Metropolitana de Santiago,Vitacura,-33.39146075,-70.58285775,COMUNIDAD EDIFICIO LUIS CARRERA    NUMERO 1997,COMUNIDAD EDIFICIO LUIS CARRERA 1997,0,5458449,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39146075,-70.58285775,COMUNIDAD EDIFICIO LUIS CARRERA    NUMERO 1997,COMUNIDAD EDIFICIO LUIS CARRERA 1997,Otras actividades,5400946,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Renca,-33.39144868,-70.68976362,AVANT SERVICIOS INTEGRALES S A,CAREN PUERTA NORTE,0,5473810,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.3914418,-70.62272168,COMERCIAL E INDUSTRIAL ACCURATEK  S A,COMERCIAL E INDUSTRIAL ACCURATEK SA,0,5475256,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Renca,-33.3914309,-70.75407351,KP INGENIERIA LOGISTICA SPA,KPI LOGISTICA FORTALEZA,Otras actividades,5463295,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39140339,-70.59438168,CONSTRUCTORA FORTALEZA S.A.,OBRA VESPUCIO,Construcción e inmobiliarias,5465663,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39139456,-70.5724604,CENCOSUD RETAIL S.A.,N701 SISA VITACURA,Comercio,5466420,-,3.40704,3.40704,0,0,0,0,55.99,-
Metropolitana de Santiago,Renca,-33.39138598,-70.75406185,MAHOU ANDINA SPA,MAHOU ANDINA,0,5471260,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39133796,-70.59526206,COMUNIDAD EDIFICIO AMERICO VESPUCIO NORTE 2830,COMUNIDAD EDIFICIO AMERICO VESPUCIO NORTE,0,1548510,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Recoleta,-33.3913063,-70.65144529,CLARO CHILE S.A.,RECOLETA 2,Otras actividades,5461226,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Las Condes,-33.39128039,-70.50680203,TELEFONICA CHILE S.A.,LOS BENEDICTINOS,Otras actividades,5465418,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39124225,-70.57309196,CLINICA ALEMANA DE SANTIAGO S A,CLINICA ALEMANA DE SANTIAGO S.A.,0,9877,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39121649,-70.55294424,TRULY NOLEN CHILE S A,TRULY NOLEN SANTIAGO,Construcción e inmobiliarias,5460831,0.039,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39121235,-70.58041279,COMUNIDAD EDIFICIO LUIS PASTEUR 561 5610,COMUNIDAD EDIFICIO LUIS PASTEUR,Otras actividades,1095278,-,0,-,-,-,-,-,-,-
Metropolitana de Santiago,Las Condes,-33.3912119,-70.54174165,EMASERV SPA,TALLER CENTRAL FRENOS LAS CONDES,Otras actividades,5465447,3.969,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Pudahuel,-33.39121095,-70.77902099,RENTAS MIRAFLORES S.P.A,MEGACENTRO AEROPARQUE,0,5473299,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Recoleta,-33.39115441,-70.64114319,TREUMUN,JOSE DEL CARMEN TREUMUN PAINEM,Otras actividades,7735,-,1776.528,1776.528,0,0,0,0,-,-
Metropolitana de Santiago,Vitacura,-33.39109064,-70.58005581,COMUNIDAD EDIFICIO VICTORIAN,COMUNIDAD EDIFICIO VICTORIAN,Otras actividades,8168,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Las Condes,-33.39108505,-70.53742827,BANCO DEL ESTADO DE CHILE,ESTADIO,Otras actividades,4586671,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39104724,-70.57140056,SQ ENERGIAS LIMITADA,SQ ENERGIAS LIMITADA,0,5474421,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39104724,-70.57140056,SQ ENERGIAS LIMITADA,SQ ENERGIAS LIMITADA,0,5474422,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Pudahuel,-33.39104477,-70.77551296,ICEM S.A.,TALLER DE MANTENCIÓN,Otras actividades,5458841,2.22,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Recoleta,-33.39099337,-70.64240875,RAVANAL Y KUNCAR LIMITADA,RAVANAL Y KUNCAR LIMITADA,Combustibles,5459457,10,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Pudahuel,-33.39097734,-70.79586214,SKY AIRLINE S A,BASE DE MANTENIMIENTO SKY AIRLINE,Otras actividades,79297,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Vitacura,-33.39093174,-70.57339814,CLINICA ALEMANA DE SANTIAGO S A,EDIFICIO ADMINISTRATIVO,Otras actividades,5452422,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Pudahuel,-33.39089402,-70.76585599,CONSORCIO INDUSTRIAL DE ALIMENTOS S.A.,PLANTA 1 CIAL,Producción de alimentos,2059,9.937,25996.47983,25996.47983,0,0,0,0,6453.54,-
Metropolitana de Santiago,Las Condes,-33.39088911,-70.5423165,COMUNIDAD DE EDIFICIO ALTAMIRA II,EDIFICIO ALTAMIRA II,Otras actividades,2165960,-,0,0,0,0,0,0,-,-
Metropolitana de Santiago,Las Condes,-33.39087581,-70.54628336,ARCOS DORADOS RESTAURANTES DE CHILE LIMITADA,ALTO LAS CONDES,Otras actividades,5468626,-,-,-,-,-,-,-,3.74,-
Metropolitana de Santiago,Las Condes,-33.39087581,-70.54628336,CENCOSUD RETAIL S.A.,P502 PARIS ALC,Comercio,5469167,-,47.69856,47.69856,0,0,0,0,107.52,-
Metropolitana de Santiago,Las Condes,-33.39087581,-70.54628336,ADMINISTRADORA DE RESTAURANTES FASTCOM S A,PIZZA HUT ALTO LAS CONDES,Otras actividades,5467315,-,-,-,-,-,-,-,0.882,-
Metropolitana de Santiago,Vitacura,-33.39079135,-70.59639166,I MUNICIPALIDAD DE VITACURA,PUNTO LIMPIO DE VITACURA,Gestor de residuos,5452392,101.552,-,-,-,-,-,-,2156.58,-
Metropolitana de Santiago,Huechuraba,-33.39077307,-70.62351556,LIVENTUS LAB SPA,LIVENTUS LAB SPA,Otras actividades,5470439,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Renca,-33.39071846,-70.76361635,MAYR-MELNHOF PACKAGING MARINETTI LIMITADA,MAYR-MELNHOF PACKAGING MARINETTI LIMITADA,Otras actividades,5452113,136.636,2229.1776,2229.1776,0,0,0,0,9963.84,-
Metropolitana de Santiago,Huechuraba,-33.39069567,-70.61493502,CONDOMINIO EDIFICIO NUMERO SIETE,COMUNIDAD EDIFICIO SIETE,Otras actividades,5459548,-,-,-,-,-,-,-,-,-
Metropolitana de Santiago,Huechuraba,-33.39069567,-70.61493502,EMPRESA NACIONAL DE ENERGIA ENEX S.A.,CASA MATRIZ ENEX SA,0,5471441,-,-,-,-,-,-,-,-,-
