Región,Comuna,Latitude,Longitude,Razón social,Nombre de Establecimiento,Rubro,ID Establecimiento,Generación Residuos Peligrosos ton/año (2016),Emisión al aire año ton/año (2016),Emisión CO2 ton/año (2016),Emisión NOX ton/año (2016),Emisión SO2 ton/año (2016),"Emisión MP2,5 ton/año (2016)",Emisión MP 10 ton/año (2016),Generación de residuos no peligrosos ton/año 2016,Destinatario de residuos no peligrosos ton/año (2016)
Antofagasta,Calama,-41.87412016,-71.95171312,CONSTRUCCIONES Y PAVIMENTOS LIMITADA,CHIU CHIU 1,0,5470044,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-35.67514497,-71.54296465,VTR COMUNICACIONES SPA,CN4 ANTOFAGASTA,Otras actividades,5461770,-,-,-,-,-,-,-,-,-
Antofagasta,Calama,-35.67514497,-71.54296465,VTR COMUNICACIONES SPA,CN3 CALAMA,Otras actividades,5461771,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-31.44156626,-71.56287267,RENDIC HERMANOS S A,CD ANTOFAGASTA,Producción de alimentos,5458478,-,23.167872,23.167872,0,0,0,0,-,-
Antofagasta,Antofagasta,-30.80685804,-71.57559676,ORICA CHILE S A,ORICA PLANTA EHM,Producción química,4586103,542.35,-,-,-,-,-,-,376.8,-
Antofagasta,Taltal,-25.9497908,-70.12215685,ASESORIA MINERA GEOANALITICA LIMITADA,ASESORIA MINERA GEOANALITICA LTDA SCM HIERRO TALTAL,Otras actividades,5458555,-,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-25.91681974,-70.07051637,MINERA LAS CENIZAS S A,MINA BARREAL SECO,0,5470675,-,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-25.84192382,-69.85381675,SOCIEDAD CONTRACTUAL MINERA FRANKE,SCM FRANKE,Extracción de minerales,3275718,299.815,32321.09749,32321.09749,0,0,0,0,-,-
Antofagasta,Taltal,-25.83725341,-69.85725551,MINERA LAS CENIZAS S A,MINA ALTAMIRA,Extracción de minerales,5460940,81.083,11802.713,11802.713,0,0,0,0,97,-
Antofagasta,Taltal,-25.78763442,-70.32562002,MINERA LAS CENIZAS S A,PLANTA DE OXIDOS TALTAL,Extracción de minerales,5460941,85.434,16295.497,16295.497,0,0,0,0,62,-
Antofagasta,Taltal,-25.67209626,-70.59101091,MINERA LAS CENIZAS S A,PLANTA LAS LUCES,Extracción de minerales,69814,65.19,162.3648,162.3648,0,0,0,0,165.6,-
Antofagasta,Antofagasta,-25.54992328,-70.25622851,CONSORCIO RLU-NORTERRA LIMITADA,CONSORCIO RLU-NORTERRA,0,5466699,-,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-25.54988281,-70.25673569,CONEJO SOLAR SPA,PROYECTO SOLAR CONEJO,Generación de energía,5465825,7.11,381.2137056,381.2137056,0,0,0,0,233,-
Antofagasta,Taltal,-25.54690554,-70.20489974,PAMPA SOLAR NORTE CUATRO SPA,"LAT 1X220 KV, NUEVA SUBESTACIÓN FV ELEVADORA PAMPA SOLAR NORTE ? TAP OFF PAMPA SOLAR NORTE",Generación de energía,5466520,-,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-25.54469311,-70.19390963,HELIO ATACAMA NUEVE SPA,PROYECTO FOTOVOLTAICO PAMPA,Generación de energía,5464493,5.926,164.048976,164.048976,0,0,0,0,-,-
Antofagasta,Taltal,-25.43206823,-70.51888227,REMAVESA S A,B898,Otras actividades,5470182,-,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-25.43063956,-70.00516689,AGUAS DE ANTOFAGASTA S A,AGUA VERDE,Suministro y tratamiento de aguas,5440541,2.1,8372.664518,8372.664518,0,0,0,0,-,-
Antofagasta,Taltal,-25.41262701,-70.477522,AGUAS DE ANTOFAGASTA S A,PLANTA DE FILTROS OHIGGINS,Suministro y tratamiento de aguas,5452996,-,8.176896,8.176896,0,0,0,0,-,-
Antofagasta,Taltal,-25.40810379,-70.48109529,SERVICIO DE SALUD ANTOFAGASTA DIRECCION,HOSPITAL 21 DE MAYO DE TALTAL,Otras actividades,5458276,0.973,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-25.40792058,-70.47866749,EMPRESA ELECTRICA DE ANTOFAGASTA SA,OFICINA TAL TAL,Otras actividades,386460,-,103.1651712,103.1651712,0,0,0,0,-,-
Antofagasta,Taltal,-25.40763818,-70.4851852,BANCO DEL ESTADO DE CHILE,SUCURSAL TALTAL,Otras actividades,103636,-,0.48672,0.48672,0,0,0,0,-,-
Antofagasta,Taltal,-25.40749693,-70.48665471,ILUSTRE MUNICIPALIDAD DE TALTAL,ILUSTRE MUNICIPALIDAD DE TALTAL,Municipio,881993,-,-,-,-,-,-,-,7459,-
Antofagasta,Taltal,-25.40691253,-70.48730363,TELEFONICA CHILE S.A.,TALTAL,Otras actividades,5464062,-,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-25.40649567,-70.48030027,AGUAS DE ANTOFAGASTA S A,PLANTA ATACAMA,Suministro y tratamiento de aguas,5440542,4.06,1214.269056,1214.269056,0,0,0,0,45.05,-
Antofagasta,Taltal,-25.40366862,-70.47501719,AGUAS DE ANTOFAGASTA S A,AGENCIA ZONAL TALTAL,Otras actividades,4587672,-,911.723904,911.723904,0,0,0,0,-,-
Antofagasta,Taltal,-25.4006109,-70.473817,EMPRESA NACIONAL DE MINERIA,PLANTA JOSE ANTONIO MORENO,Extracción de minerales,3217,54.84,8.2791072,8.2791072,0,0,0,0,11.84,-
Antofagasta,Taltal,-25.40042138,-70.47650849,AGUAS DE ANTOFAGASTA S A,PLANTA DE TRATAMIENTO AGUAS SERVIDAS TALTAL,0,5452133,-,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-25.39919325,-69.96546915,TANGOUR Y LOYOLA LIMITADA,COPEC AGUA VERDE,Combustibles,5465662,-,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-25.39823949,-69.96632645,TELEFONICA CHILE S.A.,AGUA VERDE,Otras actividades,5464061,-,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-25.39475937,-69.95860443,CONSTRUCTORA FV S.A.,BODEGA RESPEL RUTA 5 NORTE SECTOR LOS MARIOS AGUA VERDE TALTAL,0,5473020,-,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-25.39475937,-69.95860443,CONSTRUCTORA FV S.A.,ALMACENAMIENTO TEMPORAL RESPEL LOS MARIOS_ AGUA VERDE_TALTAL,0,5470745,-,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-25.20436773,-69.85326705,ENEL GREEN POWER CHILE LIMITADA,PARQUE EÓLICO TAL TAL,Generación de energía,5459869,5.499,26.234208,26.234208,0,0,0,0,-,-
Antofagasta,Taltal,-25.12770986,-70.29648945,ENEL GREEN POWER CHILE LIMITADA,PROYECTO FOTOVOLTAICO LALACKAMA,Generación de energía,5459483,-,104.1191424,104.1191424,0,0,0,0,-,-
Antofagasta,Taltal,-25.10173177,-69.54176725,GUANACO COMPANIA MINERA SPA,FAENA GUANACO COMPAÑIA MINERA,Extracción de minerales,5452931,194.63,77008.1,77008.1,0,0,0,0,-,-
Antofagasta,Taltal,-25.1009712,-70.32738421,"PRODIEL, AGENCIA EN CHILE",PROYECTO FOTOVOLTAICO LALACKAMA,Otras actividades,5458894,-,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-25.00380526,-70.46399336,SISTEMA DE TRANSMISION DEL SUR S.A.,INSTALACION DE FAENA PAPOSO,Otras actividades,5470517,-,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-25.00271641,-70.46270233,COMPANIA MINERA NOVA VENTURA,COMPAÑIA MINERA NOVA VENTURA,Otras actividades,5465705,-,15222.10959,15222.10959,0,0,0,0,-,-
Antofagasta,Taltal,-24.98888776,-70.46412371,SISTEMA DE TRANSMISION DEL SUR S.A.,SUBESTACION PARANAL,0,5473873,-,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-24.98840206,-70.46668383,ENEL GENERACION CHILE S.A.,EMPRESA NACIONAL DE ELECTRICIDAD SA CT TALTAL,Generación de energía,82993,18.57,595954.7726,595662.0202,0,0,0,0,-,-
Antofagasta,Taltal,-24.93089676,-70.51257223,REMAVESA S A,PAPOSO,0,5473085,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-24.91399905,-68.82049901,SOCIEDAD ECO INTEGRAL BADAWY & FERNANDEZ LIMITADA,ECOINTEGRALIMITADA,Otras actividades,5460984,-,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-24.77929275,-69.81812048,TELEFONICA CHILE S.A.,TORTOLA,Otras actividades,5464060,-,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-24.64169604,-70.2888763,SISTEMA DE TRANSMISION DEL SUR S.A.,SUBESTACION ARMAZONES,0,5473894,-,-,-,-,-,-,-,-,-
Antofagasta,Taltal,-24.64093544,-70.28701111,SISTEMA DE TRANSMISION DEL SUR S.A.,SUMINISTRO ELECTRICO COMPLEJO ASTRONOMICO PARANAL ARMAZONES,0,5470662,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-24.62722061,-70.4038908,"ORGANIZACION EUROPEA PARA LA INVESTIGACION ASTRONOMICA
            EN EL HEMISFERI",OBSERVATORIO PARANAL,Otras actividades,5460911,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-24.58791655,-70.18397906,CONSORCIO CONSTRUCTORA BTC ICAFAL LIMITADA,E ELT ARMAZONES,Construcción e inmobiliarias,5460500,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-24.41177538,-69.4987687,MINERA MERIDIAN LIMITADA,FAENA EL PENON,Extracción de minerales,4540,2901.949,-,-,-,-,-,-,1895.2,3790.3
Antofagasta,Antofagasta,-24.41152954,-69.49662743,MINERA MERIDIAN LIMITADA,FAENA EL PENON,0,4586108,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-24.29202897,-70.44148971,SOC INGENIERIA CONSTRUCCION Y MAQUINARIA SPA,CALETA EL COBRE,Gestor de residuos,5467871,4.43,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-24.25935832,-70.03564303,HIDRONOR CHILE S A,PLANTA ANTOFAGASTA,Gestor de residuos,2289604,42250.578,929.0657376,929.0657376,0,0,0,0,-,1734.81
Antofagasta,Antofagasta,-24.25560211,-69.13134766,MINERA ESCONDIDA LIMITADA,MINA 0,Extracción de minerales,64566,3980.28,730812.9276,730812.9276,0,0,0,0,51185.92,62851.77
Antofagasta,Antofagasta,-24.21484354,-69.07339854,COMPANIA MINERA ZALDIVAR SPA,COMPAÑÍA MINERA ZALDÍVAR SPA,Extracción de minerales,4585849,740.382,159557.1685,159557.1685,0,0,0,0,746,-
Antofagasta,Antofagasta,-24.16268708,-69.06528663,AES GENER S A,SUB ESTACION NUEVA ZALDIVAR,Generación de energía,5462192,-,40.56,40.56,0,0,0,0,-,-
Antofagasta,Antofagasta,-24.13523829,-69.8780975,ATACAMA MINERALS CHILE S C M,ATACAMA MINERALS CHILE S C M,Extracción de minerales,50798,83.05,-,-,-,-,-,-,79.12,-
Antofagasta,Antofagasta,-24.01511193,-68.58449277,AES GENER S A,PARQUE FOTOVOLTAICO LOS ANDES,Generación de energía,5460975,0.15,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.93178777,-70.34877371,ARIDOS ARENEX LIMITADA,PLANTA DE EXTRACCIÓN Y PROCESAMIENTO DE ÁRIDOS SECTOR LA VARILLA,Otras actividades,5470099,-,1198.15371,1198.15371,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.84557884,-70.37247467,MINERA EL WAY S.A.,MINERA EL WAY SA,Extracción de minerales,322244,6,-,-,-,-,-,-,35,-
Antofagasta,Antofagasta,-23.84556998,-70.37245494,MINERA EL WAY S.A.,MINERA EL WAY SA,0,5452237,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.82415475,-70.31799262,COMPLEJO METALURGICO ALTONORTE SA,FUNDICION ALTONORTE,0,60,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.8229124,-70.31647813,COMPLEJO METALURGICO ALTONORTE SA,FUNDICION ALTONORTE,Producción de metal,3585,2159.716,732907.3865,620705.2025,0,111431.1,0,0,1277.74,-
Antofagasta,Antofagasta,-23.82037726,-70.31723787,AIR LIQUIDE CHILE S A,PLANTA OXINOR,Producción química,89891,-,-,-,-,-,-,-,11.226,-
Antofagasta,Antofagasta,-23.7905706,-70.31673113,TRANSPORTES BELLO E HIJOS LIMITADA,PLANTA ANTOFAGASTA,Transporte,386111,14.736,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.78861833,-70.30948832,SERGIO CORTES ALUCEMA E HIJO LTDA AGENTE ESTIBA Y DESESTIBA,BODEGA LA NEGRA,Otras actividades,5459626,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.78459156,-70.31679847,IMPORTADORA DISTRIBUIDORA Y EXPORTADORA CAUCHOVAL S A,PLANTA ANTOFAGASTA,Otras actividades,5402985,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.78455711,-70.31660185,ARAVENA,SS LA NEGRA,Otras actividades,5400844,-,5.84648064,5.84648064,0,0,0,0,4.32,-
Antofagasta,Antofagasta,-23.78420519,-70.31656887,SOCIEDAD COMERCIAL Y DISTRIBUIDORA TERRA LIMITADA,SOCIEDAD COMERCIAL Y DISTRIBUIDORA TERRA LIMITADA,0,5472281,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.78300492,-70.31752833,BIO BIO CEMENTOS S.A.,CEMENTOS BIO BIO CENTRO SA PLANTA ANTOFAGASTA,Construcción e inmobiliarias,5452180,17856.76,2614497.241,2614442.22,0,0,0,0,22675,63085
Antofagasta,Antofagasta,-23.78299589,-70.31752823,INACAL S A,INACAL SA PLANTA ANTOFAGASTA,Otras actividades,5452178,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.78172332,-70.31637704,TELEFONICA CHILE S.A.,LA NEGRA,Otras actividades,5464063,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.77715421,-70.30994265,ASEO INDUSTRIAL Y MANEJO DE RESIDUOS ALGORTA LIMITADA,ALGORTA  FAENA LA NEGRA,Gestor de residuos,5458553,1.14,433.446,433.446,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.77596341,-70.31404241,SIKA S A CHILE,SIKA ANTOFAGASTA,0,5473893,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.77486483,-70.31047906,SITRANS SERVICIOS INTEGRADOS DE TRANSPORTES LIMITADA,SITRANS ANTOFAGASTA,Transporte,5461278,4.75,902.354544,902.354544,0,0,0,0,486.8,-
Antofagasta,Antofagasta,-23.77347912,-70.30561758,TRANSPORTES BOLIVAR LIMITADA,SECTOR INDUSTRIAL LA NEGRA,0,5472497,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.77102925,-70.31336482,DISTRIBUIDORA DIVALCO S.A.,DISTRIBUIDORA DIVALCO SA,0,5473892,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.77006491,-70.32265753,INGENIERIA CIVIL VICENTE S A,INSTALACIÓN ICV LA NEGRA,Otras actividades,5465977,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76871527,-70.30828812,FINNING CHILE S A,CENTRO LOGISTICO ANTOFAGASTA,Industria manufacturera,5463806,-,-,-,-,-,-,-,178.86,-
Antofagasta,Antofagasta,-23.76868186,-70.30903354,FINNING CHILE S A,FINNING CHILE S.A,Industria manufacturera,83222,521.94,0,0,0,0,0,0,113.05,-
Antofagasta,Antofagasta,-23.76839142,-70.30813769,FINNING CHILE S A,CENTRO DE REPARACION ESTRUCTURAL CRE,Comercio,5466505,-,-,-,-,-,-,-,297.16,-
Antofagasta,Antofagasta,-23.7674518,-70.31880425,E.CL S.A.,SUBESTACION ELECTRICA EL NEGRO,Generación de energía,5453767,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76741564,-70.30498794,SOC DE TRANSPORTES SAE LIMITADA,TRANSPORTES SAE,Transporte,5458123,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76723205,-70.30320024,AMECO CHILE S A,AMECO CHILE SA SECTOR LA NEGRA,Construcción e inmobiliarias,5463672,160.6,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76689295,-70.30592472,OVERFLOW INTERNATIONAL SPA,OVERFLOW INTERNACIONAL SPA.,Otras actividades,5401674,1,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76686698,-70.43601541,READY MIX HORMIGONES LIMITADA,HORMIGONES READY MIX ANTOFAGASTA,Construcción e inmobiliarias,5465851,5.62,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76685904,-70.43589758,SOC PETREOS S A,PLANTA ANTOFAGASTA,Industria manufacturera,4586084,2.123,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76669751,-70.30660964,INGENIERIA Y CONSTRUCCION SIGDO    KOPPERS S A,DEYSU LA NEGRA,0,5472825,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.7663051,-70.47266681,MINERA ESCONDIDA LIMITADA,PUNTA COLOSO 0,Extracción de minerales,64565,4021.093,163981.0941,163981.0941,0,0,0,0,301.5,-
Antofagasta,Antofagasta,-23.76590086,-70.30683718,INMOBILIARIA E INVERSIONES POLYKARPO SA,BASE ANTOFAGASTA,Construcción e inmobiliarias,5457780,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76586524,-70.32795296,AMECO CHILE S A,AMECO CHILE SA LA NEGRA,0,5459047,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76586524,-70.32795296,0,FERNANDO HUERTA TELLO,Transporte,5453562,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76586524,-70.32795296,"HUGO ENRIQUE MONDACA SAZO TRANSPORTES SERVICIOS
            INTEGRALES A LA MINERI",ANTOFAGASTA,Transporte,5442353,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76586524,-70.32795296,"JOSE ANTONIO MUNOZ SOTO COMERCIALIZACION Y RECICLAJE
            EXCEDENTES INDUST",DEPENDENCIAS DE RECFILT,Gestor de residuos,5464510,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76586524,-70.32795296,FLSMIDTH S.A.,SUPERCENTER LA NEGRA,Otras actividades,5464265,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76586524,-70.32795296,KAL TIRE SOCIEDAD ANONIMA,KAL TIRE SA,Otras actividades,5467478,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76586524,-70.32795296,FLSMIDTH S.A.,SUPERCENTER LA NEGRA,0,5469466,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76582632,-70.30283299,KOMATSU CHILE S A,CENTRO DE ARMADO Y REPARACIONES LA NEGRA,Comercio,5469595,-,-,-,-,-,-,-,49.5,-
Antofagasta,Antofagasta,-23.76512022,-70.3051711,ASESORIA MINERA GEOANALITICA LIMITADA,ASESORIA MINERA GEOANALITICA LIMITADA ANTOFAGASTA,Otras actividades,56243,27.65,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76265077,-70.31097486,SOTAVENTO SPA,F 48 LA NEGRA,Otras actividades,5459772,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76265077,-70.31097486,INGENIERIA VTAS Y REPRESENT INTERNACIONALES LTDA,INTERSALES LTDA,Otras actividades,5460022,99.802,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76240826,-70.30334843,DAVID BROWN CHILE S.A.,DAVID BROWN CHILE SA,Otras actividades,5467477,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76239655,-70.30152326,QUIMICA DEL SUR Y CIA LTDA,PLANTA ANTOFAGASTA,0,5470701,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76213064,-70.30520996,CIMM TECNOLOGIAS Y SERVICIOS S A,ANTOFAGASTA LA NEGRA,Otras actividades,5443280,1199.845,45.7906176,45.7906176,0,0,0,0,63.12,-
Antofagasta,Antofagasta,-23.76180043,-70.30901375,UNITED SISTEMAS DE TUBERIAS LTDA,UNITED SISTEMAS DE TUBERIAS LIMITADA,Otras actividades,5402216,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76170837,-70.30281161,EMPRESA NACIONAL DE TELECOMUNICACIONES S A,ENTEL RE LA NEGRA,Otras actividades,5466815,-,0,0,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.76063791,-70.30231035,MECANICA MINERA INGENIERIA Y SERVICIOS LIMITADA,MECAMIN LIMITADA,Otras actividades,5442508,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76060379,-70.30955125,FINNING CHILE S A,CENTRO MANEJO DE CORES,Comercio,5466706,-,-,-,-,-,-,-,11.67,-
Antofagasta,Antofagasta,-23.76024341,-70.30518133,FLSMIDTH S.A.,FLSMIDTH MINERALS SA,Otras actividades,5467935,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.76022906,-70.31007734,ROCKWOOD LITIO LIMITADA,PLANTA LA NEGRA,Extracción de minerales,6629,32.4,8171.139402,8171.139402,0,0,0,0,239.01,-
Antofagasta,Antofagasta,-23.76012929,-70.30799621,LOGISTICA TRANSPORTE Y SERVICIOS LTS LIMITADA,CENTRO DE DISTRIBUCION ANTOFAGASTA,0,5473386,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.75930907,-70.30460292,ABASTIBLE S.A.,PLANTA ANTOFAGASTA,Combustibles,5461036,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.75917218,-70.30155988,BRAVO ENERGY CHILE S A,CENTRO DE ACOPIO TEMPORAL BODEGA ANTOFAGASTA,Comercio,5440515,3246.397,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.75807906,-70.30374685,INGENIERIA Y MONTAJE FERROVIAL S A,ING. Y MONTAJES FERROVIAL S.A.,Otras actividades,5460324,186.634,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.75800654,-70.30163659,HORMIGONES TRANSEX LTDA,PLANTA ANTOFAGASTA,0,5474856,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.75744363,-70.30413299,CONSTRUCTORA DE PAVIMENTOS ASFALTICOS BITUMIX S.A,PLANTA LA NEGRA,0,5474017,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.75695795,-70.29853547,DEPOSITOS Y CONTENEDORES S A,TERMINAL ANTOFAGASTA,Otras actividades,5458802,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.75563598,-70.30750979,EMIN INGENIERIA Y CONSTRUCCION SOCIEDAD ANONIMA,TALLER DE REPARACIONES,Otras actividades,5469957,-,-,-,-,-,-,-,75,-
Antofagasta,Antofagasta,-23.75387404,-70.30441139,TRANSPORTES TAMARUGAL LIMITADA,TRANSPORTES TAMARUGAL ANTOFAGASTA,Transporte,364769,75.08,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.75137548,-70.30405291,POLYTEX S.A.,POLYTEX PLANTA LA NEGRA,Industria manufacturera,5453041,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.75137548,-70.30405291,POLYTEX S.A.,POLYTEX PLANTA LA NEGRA,0,5465184,4.245,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.75006701,-70.30500137,LIEBHERR CHILE SPA,CENTRO DE REPARACION DE COMPONENTES,Otras actividades,5022630,194.9,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.74825707,-70.30437505,INDURA S.A.,INDURA LA NEGRA,Comercio,5442715,-,-,-,-,-,-,-,153120,-
Antofagasta,Antofagasta,-23.74654107,-70.303318,JOY GLOBAL (CHILE) S.A.,JOY GLOBAL CSM,Otras actividades,5465598,14.713,-,-,-,-,-,-,481.13,-
Antofagasta,Antofagasta,-23.74499201,-70.29959409,INVERSIONES FARIAS Y FARIAS LIMITADA,INVERSIONES FARIAS Y FARIAS LTDA,Otras actividades,5468167,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.7443882,-70.3015895,CROSSPIPE SYSTEMS S.A.,PLANTA PRODUCTIVA CROSSPIPE,Otras actividades,5470255,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.74426414,-70.29808582,"MANEJO DE RESIDUOS SOLIDOS INDUSTRIALES Y MINEROS
            NEOCICLO LIMITADA",NEOCICLO SPA,Gestor de residuos,5452883,124.926,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.74334627,-70.29984265,BECHTEL CHILE LIMITADA,INSTALACIONES BECHTEL LA NEGRA,0,5471098,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.73450907,-70.44001601,AGUAS DE ANTOFAGASTA S A,PEAS HUASCAR,Gestor de residuos,5461580,-,1.022112,1.022112,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.72204345,-70.43551417,AGUAS DE ANTOFAGASTA S A,PEAS PLAYA BRAVA SUR,Gestor de residuos,5461574,-,1.7375904,1.7375904,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.71483323,-70.42908934,TRANSPORTES Y GRUAS VECCHIOLA S.A.,TRANSPORTES Y GRUAS VECCHIOLA,Transporte,5459824,19.34,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.71483323,-70.42908934,"ASEOS INDUST.Y LIMP.DE FOSAS SEPTICAS PABLO ENRIQUE
            LEIVA LEON EIRL",LIMFOSEP EIRL,Gestor de residuos,342720,4669.966,-,-,-,-,-,-,12.8,-
Antofagasta,Antofagasta,-23.71483323,-70.42908934,"ASEOS INDUST.Y LIMP.DE FOSAS SEPTICAS PABLO ENRIQUE
            LEIVA LEON EIRL",LIMFOSEP EIRL,0,5452546,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.71369403,-70.43313748,AGUAS DE ANTOFAGASTA S A,PEAS PLAYA BRAVA NORTE,Gestor de residuos,5461576,-,1.533168,1.533168,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.70862849,-70.42915904,HOTELERA GEOTEL S.A.,GEOTEL ANTOFAGASTA,Otras actividades,5468547,-,6.37117,6.37117,0,0,0,0,21.61,-
Antofagasta,Antofagasta,-23.70862124,-70.42504952,JOSE MIGUEL CASTRO BASCUNAN TRANSPORTES E.I.R.L.,TRANSPOR,Transporte,5459902,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.70823232,-70.42609472,CLARO VICUNA VALENZUELA S A,SUMINISTRO Y TRANSPORTE DE MATERIAL DE RELLENO MEL,Transporte,5461095,17.2,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.70214095,-70.4216937,UNIVERSIDAD DE ANTOFAGASTA,CAMPUS COLOSO,Otras actividades,2927237,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.70004198,-70.42309299,AGUAS DE ANTOFAGASTA S A,PEAS UNIVERSIDAD,Gestor de residuos,5461570,-,6.132672,6.132672,0,0,0,0,-,-
Antofagasta,Antofagasta,-23.69494779,-70.2684117,FLENDER SPA,TALLER DE REPARACIONES FLENDER,0,5474794,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.69470737,-70.26909588,SKANSKA CHILE S A,INSTALACION DE FAENA RUTA 5 URIBE,Otras actividades,5440797,-,-,-,-,-,-,-,-,-
Antofagasta,Antofagasta,-23.69270204,-70.41003931,RENDIC HERMANOS S A,COVIEFI,Comercio,362096,-,18.398016,18.398016,0,0,0,0,395.94,-
